Unnamed: 0,rental_date,return_date,amount,release_year,rental_rate,length,replacement_cost,special_features,NC-17,PG,PG-13,R
8440,2005-08-19 06:18:51+00:00,2005-08-24 08:16:51+00:00,6.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8441,2005-06-17 19:47:00+00:00,2005-06-24 20:36:00+00:00,8.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8442,2005-07-07 18:22:45+00:00,2005-07-08 19:10:45+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8443,2005-08-02 14:00:55+00:00,2005-08-05 14:38:55+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8444,2005-08-21 21:43:42+00:00,2005-08-22 22:53:42+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8445,2005-06-18 12:34:59+00:00,2005-06-23 08:42:59+00:00,6.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8446,2005-07-08 14:05:02+00:00,2005-07-16 11:28:02+00:00,9.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8447,2005-07-31 14:45:11+00:00,2005-08-03 18:29:11+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8448,2005-08-18 08:50:32+00:00,2005-08-21 04:14:32+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8449,2005-07-12 15:28:22+00:00,2005-07-15 13:30:22+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8450,2005-08-03 01:00:05+00:00,2005-08-09 02:03:05+00:00,7.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8451,2005-08-18 15:21:51+00:00,2005-08-21 17:28:51+00:00,4.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8452,2005-07-13 01:46:33+00:00,2005-07-17 01:36:33+00:00,5.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8453,2005-07-29 10:54:48+00:00,2005-08-06 09:02:48+00:00,9.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8454,2005-08-19 20:18:24+00:00,2005-08-27 21:48:24+00:00,9.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8455,2005-08-01 14:11:25+00:00,2005-08-06 08:52:25+00:00,6.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8456,2005-08-23 21:56:01+00:00,2005-09-01 01:49:01+00:00,9.99,2004.0,4.99,50.0,18.99,"{Trailers,Commentaries,""Behind the Scenes""}",1,0,0,0
8457,2005-05-28 16:03:00+00:00,2005-05-29 17:16:00+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8458,2005-06-17 21:32:07+00:00,2005-06-22 00:19:07+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8459,2005-07-06 03:32:49+00:00,2005-07-15 06:01:49+00:00,3.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8460,2005-07-29 22:05:21+00:00,2005-08-01 19:41:21+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8461,2005-08-20 01:31:45+00:00,2005-08-22 05:14:45+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8462,2005-05-30 17:52:49+00:00,2005-06-07 20:56:49+00:00,1.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8463,2005-06-19 05:39:04+00:00,2005-06-28 05:33:04+00:00,2.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8464,2005-07-13 02:14:34+00:00,2005-07-19 00:17:34+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8466,2005-08-21 22:29:13+00:00,2005-08-27 00:48:13+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8467,2005-06-18 19:45:15+00:00,2005-06-27 23:11:15+00:00,2.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8468,2005-07-08 18:57:32+00:00,2005-07-15 14:00:32+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8469,2005-07-29 05:46:00+00:00,2005-08-05 03:09:00+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8470,2005-08-23 11:06:00+00:00,2005-08-30 15:21:00+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8471,2005-07-07 03:39:01+00:00,2005-07-14 04:33:01+00:00,1.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8472,2005-07-29 21:25:54+00:00,2005-08-03 02:35:54+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8473,2005-07-09 09:12:07+00:00,2005-07-12 12:29:07+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8474,2005-07-28 03:48:15+00:00,2005-07-29 06:45:15+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8475,2005-08-18 09:19:57+00:00,2005-08-21 04:53:57+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8476,2005-07-12 22:53:37+00:00,2005-07-19 17:42:37+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8477,2005-07-29 22:09:22+00:00,2005-08-06 20:24:22+00:00,1.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8478,2005-08-24 01:27:35+00:00,2005-08-30 04:36:35+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8479,2005-07-28 14:57:15+00:00,2005-08-02 19:10:15+00:00,0.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8481,2005-08-01 23:05:18+00:00,2005-08-10 00:45:18+00:00,1.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8482,2005-08-18 09:30:31+00:00,2005-08-27 11:33:31+00:00,2.99,2010.0,0.99,133.0,27.99,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
8483,2005-05-28 16:08:37+00:00,2005-05-29 20:25:37+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8484,2005-06-20 04:08:38+00:00,2005-06-23 23:35:38+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8485,2005-07-11 06:37:51+00:00,2005-07-17 02:34:51+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8486,2005-07-28 11:21:55+00:00,2005-08-03 10:33:55+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8488,2005-06-16 19:51:52+00:00,2005-06-20 17:27:52+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8489,2005-07-06 02:59:53+00:00,2005-07-09 00:32:53+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8490,2005-07-30 18:37:44+00:00,2005-08-06 22:05:44+00:00,1.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8491,2005-06-19 14:20:09+00:00,2005-06-21 14:05:09+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8492,2005-07-12 14:57:28+00:00,2005-07-15 10:06:28+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8493,2005-07-29 18:08:06+00:00,2005-08-05 18:57:06+00:00,1.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8494,2005-08-17 12:12:20+00:00,2005-08-19 16:45:20+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8495,2005-06-21 00:35:28+00:00,2005-06-26 05:01:28+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8496,2005-07-09 09:01:58+00:00,2005-07-18 12:17:58+00:00,3.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8497,2005-07-30 12:02:39+00:00,2005-08-06 16:02:39+00:00,1.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8498,2005-08-21 21:51:06+00:00,2005-08-28 19:36:06+00:00,1.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8499,2005-08-01 15:25:28+00:00,2005-08-10 13:19:28+00:00,3.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8500,2005-08-21 12:54:53+00:00,2005-08-30 18:27:53+00:00,3.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8501,2005-08-02 05:16:59+00:00,2005-08-03 06:41:59+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8502,2005-08-18 08:26:54+00:00,2005-08-23 10:40:54+00:00,0.99,2007.0,0.99,113.0,20.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8503,2005-05-28 16:27:50+00:00,2005-06-03 11:15:50+00:00,3.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8504,2005-06-17 18:00:51+00:00,2005-06-19 15:54:51+00:00,0.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8505,2005-07-12 08:35:24+00:00,2005-07-16 09:37:24+00:00,1.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8506,2005-08-02 00:54:33+00:00,2005-08-09 00:59:33+00:00,4.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8508,2005-05-28 18:39:10+00:00,2005-06-01 13:28:10+00:00,1.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8509,2005-06-19 05:41:34+00:00,2005-06-27 07:11:34+00:00,5.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8510,2005-07-07 10:36:32+00:00,2005-07-14 07:36:32+00:00,4.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8511,2005-08-02 11:13:03+00:00,2005-08-03 09:46:03+00:00,0.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8512,2005-08-22 22:48:48+00:00,2005-08-30 04:45:48+00:00,5.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8513,2005-06-16 00:54:55+00:00,2005-06-25 01:52:55+00:00,6.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8514,2005-07-08 10:27:48+00:00,2005-07-14 11:46:48+00:00,3.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8515,2005-08-02 07:39:39+00:00,2005-08-11 11:20:39+00:00,6.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8516,2005-08-19 05:55:55+00:00,2005-08-24 06:56:55+00:00,2.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8517,2005-06-19 16:12:23+00:00,2005-06-21 20:28:23+00:00,0.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8518,2005-07-08 10:58:43+00:00,2005-07-14 10:41:43+00:00,3.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8519,2005-08-01 16:37:46+00:00,2005-08-04 20:02:46+00:00,0.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8520,2005-08-18 21:36:45+00:00,2005-08-26 21:12:45+00:00,5.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8521,2005-07-10 18:22:19+00:00,2005-07-19 13:08:19+00:00,6.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8522,2005-08-02 22:47:44+00:00,2005-08-10 21:07:44+00:00,5.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8523,2005-08-17 11:23:46+00:00,2005-08-18 14:13:46+00:00,0.99,2004.0,0.99,62.0,16.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8524,2005-05-28 17:06:50+00:00,2005-06-02 13:18:50+00:00,3.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8525,2005-06-15 04:49:36+00:00,2005-06-23 03:39:36+00:00,5.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8526,2005-07-06 03:46:19+00:00,2005-07-15 06:31:19+00:00,8.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8527,2005-07-29 21:31:19+00:00,2005-08-02 20:37:19+00:00,2.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8528,2005-08-19 06:31:59+00:00,2005-08-26 12:16:59+00:00,5.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8529,2005-06-18 21:40:44+00:00,2005-06-22 18:30:44+00:00,2.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8530,2005-07-07 18:13:05+00:00,2005-07-09 18:17:05+00:00,2.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8531,2005-07-31 17:05:03+00:00,2005-08-01 13:05:03+00:00,2.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8532,2005-08-21 06:43:20+00:00,2005-08-28 06:19:20+00:00,5.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8533,2005-07-31 22:29:09+00:00,2005-08-07 18:20:09+00:00,5.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8534,2005-08-21 20:03:27+00:00,2005-08-29 19:49:27+00:00,6.99,2010.0,2.99,119.0,17.99,{Commentaries},0,0,0,0
8535,2005-05-28 17:21:08+00:00,2005-05-29 20:55:08+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8536,2005-06-18 15:35:30+00:00,2005-06-27 15:56:30+00:00,6.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8537,2005-07-07 22:04:16+00:00,2005-07-15 21:58:16+00:00,5.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8539,2005-08-23 08:52:22+00:00,2005-09-01 06:26:22+00:00,6.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8540,2005-06-17 23:29:03+00:00,2005-06-23 22:17:03+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8541,2005-07-12 17:32:28+00:00,2005-07-15 21:01:28+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8542,2005-07-31 06:32:10+00:00,2005-08-03 03:54:10+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8543,2005-07-07 17:12:07+00:00,2005-07-08 19:00:07+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8544,2005-08-01 08:57:32+00:00,2005-08-10 06:42:32+00:00,6.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8545,2005-08-23 06:04:49+00:00,2005-08-24 09:46:49+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8546,2005-07-10 13:47:00+00:00,2005-07-16 10:26:00+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8547,2005-07-31 03:52:21+00:00,2005-08-09 00:50:21+00:00,6.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8548,2005-08-17 05:38:18+00:00,2005-08-19 09:06:18+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8549,2005-07-11 18:32:41+00:00,2005-07-20 22:38:41+00:00,6.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8550,2005-07-31 21:37:30+00:00,2005-08-02 18:49:30+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8551,2005-08-23 11:25:34+00:00,2005-08-28 15:01:34+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8552,2005-07-29 01:38:16+00:00,2005-08-07 05:34:16+00:00,7.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8553,2005-08-19 04:51:28+00:00,2005-08-24 05:57:28+00:00,4.99,2008.0,4.99,114.0,21.99,"{Trailers,Commentaries}",0,1,0,0
8554,2005-05-28 17:41:56+00:00,2005-05-30 16:00:56+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8555,2005-06-18 13:03:39+00:00,2005-06-22 15:18:39+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8556,2005-07-09 02:58:21+00:00,2005-07-16 22:58:21+00:00,4.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8557,2005-07-29 07:52:59+00:00,2005-08-06 05:49:59+00:00,4.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8558,2005-08-24 00:04:41+00:00,2005-09-02 00:08:41+00:00,5.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8559,2005-05-31 21:27:45+00:00,2005-06-05 00:06:45+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8560,2005-06-15 11:52:52+00:00,2005-06-20 14:01:52+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8561,2005-07-09 13:00:11+00:00,2005-07-17 11:26:11+00:00,4.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8562,2005-07-29 23:30:02+00:00,2005-08-04 22:38:02+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8563,2005-08-21 17:42:45+00:00,2005-08-27 15:55:45+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8564,2005-06-15 20:12:50+00:00,2005-06-19 14:40:50+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8565,2005-07-11 00:58:55+00:00,2005-07-13 19:18:55+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8566,2005-07-28 15:20:36+00:00,2005-07-31 13:16:36+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8567,2005-08-22 00:46:42+00:00,2005-08-23 20:18:42+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8568,2005-06-15 22:32:30+00:00,2005-06-24 16:44:30+00:00,5.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8569,2005-07-10 01:59:55+00:00,2005-07-11 05:45:55+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8570,2005-07-29 03:45:41+00:00,2005-08-02 04:14:41+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8571,2005-08-18 20:56:20+00:00,2005-08-25 15:50:20+00:00,3.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8572,2005-07-08 03:17:12+00:00,2005-07-13 22:26:12+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8573,2005-08-01 16:54:06+00:00,2005-08-06 19:27:06+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8574,2005-08-19 07:34:04+00:00,2005-08-28 05:00:04+00:00,5.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8576,2005-08-24 00:47:12+00:00,2005-08-28 03:07:12+00:00,2.99,2005.0,2.99,166.0,11.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
8577,2005-05-28 18:00:03+00:00,2005-05-29 21:10:03+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8578,2005-06-15 09:05:07+00:00,2005-06-22 08:57:07+00:00,7.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8579,2005-07-07 16:12:36+00:00,2005-07-10 17:37:36+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8580,2005-07-30 14:06:53+00:00,2005-08-03 17:57:53+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8581,2005-08-22 15:17:59+00:00,2005-08-23 13:23:59+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8582,2005-05-29 07:18:19+00:00,2005-05-30 06:45:19+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8583,2005-06-16 06:01:37+00:00,2005-06-21 04:59:37+00:00,5.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8584,2005-07-08 06:22:45+00:00,2005-07-15 00:53:45+00:00,6.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8585,2005-07-31 11:00:08+00:00,2005-08-04 07:33:08+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8586,2005-08-20 13:04:30+00:00,2005-08-22 09:38:30+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8587,2005-06-16 21:56:10+00:00,2005-06-20 03:40:10+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8588,2005-07-12 11:57:45+00:00,2005-07-16 09:41:45+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8589,2005-07-28 11:22:51+00:00,2005-07-30 07:09:51+00:00,4.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8590,2005-08-23 01:29:14+00:00,2005-08-31 04:10:14+00:00,9.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8591,2005-07-28 09:55:30+00:00,2005-08-06 08:32:30+00:00,9.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8592,2005-08-20 08:17:16+00:00,2005-08-28 12:38:16+00:00,8.99,2009.0,4.99,173.0,14.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
8593,2005-05-28 18:08:22+00:00,2005-06-04 14:50:22+00:00,7.99,2006.0,4.99,112.0,19.99,"{Trailers,""Behind the Scenes""}",0,0,0,1
8594,2005-06-17 13:19:52+00:00,2005-06-21 07:35:52+00:00,4.99,2006.0,4.99,112.0,19.99,"{Trailers,""Behind the Scenes""}",0,0,0,1
8595,2005-07-11 12:28:19+00:00,2005-07-18 13:20:19+00:00,7.99,2006.0,4.99,112.0,19.99,"{Trailers,""Behind the Scenes""}",0,0,0,1
8596,2005-07-29 16:47:43+00:00,2005-08-07 17:51:43+00:00,9.99,2006.0,4.99,112.0,19.99,"{Trailers,""Behind the Scenes""}",0,0,0,1
